Clndrs,Volume,HpX,Model,origin,Lbs-,Acc+,Mpg+
4.0,120,108.0,75.5,2.0,3169.5,17,20.0
4.0,136.5,120.5,75,2.0,2945,13.5,20
4.0,119.0,108.5,74.5,2.0,2315.5,11.5,35.0
4.0,80.0,64.5,78.5,2.0,1990,17.0,35.0
4.0,79,61.5,77.5,2.0,1882.5,19.0,40.0
4.0,97,81.5,77.5,2.0,2122.5,14,30.0
4.0,88.0,71.5,77.5,2.0,2190.0,17.0,35.0
4,99.0,80.0,76.0,2,2119.5,12.0,30
4.0,100.5,75.0,76.5,2.0,1951.5,12.0,30.0
4,95.0,90.5,77.0,2.0,1800.0,12,25.0
4.0,96.5,87.0,76,2.0,1927.0,13.5,30.0
3.0,73.5,67.5,76.0,2.0,2464,14.5,30
3.0,82.5,62.5,76,2,1411.0,15.5,35.0
3.0,101.0,79.0,76.0,2.0,2935.0,20.5,20
4.0,125.5,104.5,76,2.0,3272.0,14.5,20.0
6,168,131.0,76.5,2.0,3485.0,11.5,20
4,112.5,46,70,2.0,2134.0,19.0,30.0
4,104,83.0,69.5,2.0,2255.5,17.5,30.0
4.0,119.0,123.5,70,2.0,2629.5,14,20
4.0,115.0,87,70.0,2.0,2969.5,14.0,25.0
4.0,136.5,113,69.5,2.0,2533.0,11.0,30.0
4.0,77.5,72.5,71.0,2.0,2046.5,19,35.0
4.0,97.5,91.0,71.0,2,2209.5,11.5,30
4.0,97,51.0,71.0,2.0,1439.0,19,35.0
4.0,104.5,73.5,71,2.0,2123,16.0,30.0
4.0,107.5,85.5,72.0,2.0,2551.5,16.0,30.0
4,96.5,58.5,72.5,2,2431.5,22.5,20.0
4.0,129.5,102.0,72.0,2.0,3123.5,16.5,20
4.0,77.5,63.5,73.0,2.0,1971.0,16.0,25.0
4.0,88.0,46,73.0,2.0,2003.5,21.0,35.0
4.0,89.5,90,73.0,2.0,2265,18.5,35.0
4.0,90.0,78.0,73,2,2436.5,16.0,25.0
4.0,116.5,75,73.0,2.0,2315.5,15,20.0
4.0,112.0,119.5,72,2.0,2986.5,14.0,25.0
4.0,130.0,76,72.0,2.0,2556.5,18.5,20.0
5.0,138.0,110.5,73.0,1.5,2868,15.0,20.0
5.0,137.5,123.5,72.5,2,2670.5,13.0,20
4.0,90.0,93.0,74.5,1.0,2125,12.5,30.0
4.0,137.5,80,73.0,1,2644.0,18.0,25.0
3.0,123.0,76.5,74.0,1.5,2636.0,17.0,30.0
6.0,155,107,74.0,1,2442.0,13.0,20
4,65.0,63,76.5,1.0,2051,17,35.0
4.0,83.5,61.5,76.5,1.0,1795.0,17.5,30.0
4.0,107.5,91.5,77,1.0,2000.0,15,30.0
4.0,140,83.5,76.5,1.0,2747.0,15,30.0
4.0,151,104.5,77.0,1.0,2864.5,16,20.0
4.0,65.0,52,76.0,1.0,1742.5,21.0,35.0
4,98.0,53.0,75.5,1,2174.0,24.0,15.0
4.0,98.0,79,75.5,1.0,2292.0,19.0,25.0
4.0,119.0,95.5,76.0,1.0,2417.0,14,30.0
4.0,140.0,69.5,76.0,1.0,2565,13.5,30
4.0,119.0,83,75.0,1.0,2639,19.0,20.0
4,161.0,80.0,74.5,1.0,2784.0,18.0,15.0
4.0,69.0,64.5,77.0,1.0,1780.0,15.0,35.0
4.0,105,66.5,78.0,1.0,1880.0,13.5,30
4.0,151,85,77.5,1.0,2777.5,17,20
4,133.0,100.0,78,1.0,2432.5,14.5,25.0
4.0,140,93.0,78.0,1.0,3032.5,16.5,25.0
4.0,106.0,76.5,78.0,1.0,2167.5,16.5,25.0
4.0,94.5,66.0,78.5,1.0,1760.0,15.0,40.0
4.0,143.5,90.0,79.5,1.0,2890,17,15.0
4.0,117.5,80,79.5,1.0,2655.0,15.5,30.0
4.0,93.5,65.0,79,1.0,1925.0,13.0,30.0
4,105,70,79.5,1,2695.0,15.5,20.0
4.0,80.5,71.0,79.0,1.0,1570.0,12.0,45.0
4.0,77.0,59.0,79.5,1.0,1575.0,13.5,40.0
4.0,95.5,67.0,78.0,3.0,2219.5,17.5,30.0
4.0,90.0,67.0,81.0,3.0,1934.0,14.0,40
4,85.0,58.5,79.0,3.0,1742.0,16.0,40
4,95.0,61.5,79.0,3.0,1980.5,18,30.0
4.0,88.5,65,80.0,3,1889.0,16,35.0
4.0,86,66.5,79.0,3,2168.0,17.0,45.0
4.0,89.5,65,80.0,3,2037.5,15.0,35.0
4.0,81.5,65,79.0,3.0,2020,19.5,25.0
4.0,85,71.5,80.5,3.0,2127.5,19.0,40.0
4,84.5,70.0,78.0,3.0,2070,18,40
4.5,85.5,34.5,77.5,3.0,1985,22.5,35.0
3.0,66.5,93.5,79.5,3.0,2420,12.0,20.0
3,70.0,97,72.5,3.0,2307.5,13,20.0
2.5,67.5,110.0,73.5,3,2489.0,11.0,20
4,90.0,76.5,78.5,3.0,2185.0,17.0,30.0
3.5,88.5,73.0,76.0,3.0,2182.5,15.5,30
3.0,80,110,76.5,3.0,2823.0,13.0,20.0
4.5,92.5,60.0,78.5,3.0,1878.0,18.0,35.0
4.0,97.0,75.0,77.0,3.0,2287.5,18,35.0
4.0,79.0,53.5,76.5,3.0,1985,18.0,30.0
4.0,98,69.0,77.0,3.0,1937.5,18.0,35.0
4.0,101.0,83.5,77.5,3,2170.0,16.0,20
4.0,100.5,83.0,78,3.0,2035.0,14,35.0
4,134.0,91.0,78.0,3.0,2515,13.0,20.0
4.0,141.5,95,78.0,3.0,2615.0,14.0,30.0
4.0,76.0,58.5,81.0,3.0,1715.0,16,40.0
4.0,75.0,55.0,81,3.0,1645.0,16.0,45.0
4.0,85,61.5,81.0,3.0,1975,19,45.0
4.0,92.0,61.5,81.0,3.0,2090.0,17.5,40.0
4.0,99.0,71.5,81.0,3.0,1985,16,25.0
4.0,97,67,81,3,1952.5,17.0,35.0
4,110.5,76.0,80.0,3.0,2145,17.0,30.0
4.0,94.0,64.5,80.0,3.0,2290,17.0,30.0
4.0,97.0,62.5,80.0,3.0,2120.5,16.5,30
4,137.5,92,80.0,3.0,2717.0,13.5,40.0
4,120.5,76.5,80,3.0,2529.5,16.0,30.0
4.0,128.0,80.0,80,3,2639.0,16.0,25.0
4.0,91.0,68.5,82.0,3.0,2000.0,18.5,30.0
4.0,91.0,67,82.0,3.0,1935.0,13.5,30.0
4.0,91.0,67.5,82,3.0,2022.5,17.0,45.0
4.0,91.0,67.0,82.0,3.0,1937.5,14.5,35.0
4.0,83.0,67,82.5,3.0,1872.5,16.5,40.0
4,107.0,74.5,81.0,3.0,2180.0,12.5,25.0
4.0,106.5,81.0,81.5,3.0,2432.5,14.0,35.0
4.0,114.0,76.5,82.5,3.0,2150.0,15.0,35.0
4.0,108.0,82.0,81,3.0,2112.5,14.0,35.0
4.0,118.5,100.0,81.5,3.0,2542.5,13.0,35.0
4.0,114.0,65.0,81,3.0,2677.5,18,25.0
4.0,125.5,88,82.0,3,2292.5,13.0,40
4.0,150.0,98.0,81.5,3,2860.0,14.0,30.0
4.0,97.5,88,70.0,2.0,2130,16.5,30
4.0,113,107.5,70,4.0,2372,12.0,20.0
4.0,86.0,75.5,71,2.0,1993.5,14,30
4.0,113.5,51.0,71,3,2186.0,16.5,30
4.0,91.0,70.0,70.5,1.0,1955.0,20.0,30.0
4.0,95.0,0,71.0,1,1958.5,22.0,30.0
4.0,88.0,86.5,72.0,1.0,2080.5,16.5,30
4.0,98.0,80,71.5,1.0,2164,14.0,30.0
4.0,110.0,83.5,71.5,1.0,2226,14.5,25.0
4,122.5,86.0,72.0,1.0,2395,16,20.0
4,110.0,82.0,73.0,1.0,2310,17.5,20
4.0,152.5,75.0,73.0,1,2535.5,19,15.0
5.0,186.0,104.0,72,1.0,2848.0,19,20.0
4,122,100.0,71.0,1.0,2660.0,12.0,20
3.0,94.0,67.0,71.5,1.0,1968.0,21.0,20
4.0,143.5,90,71.0,1,2264,15.0,30.0
6,225,110.0,71,1,3879.0,15,20.0
7.0,283.5,100,71,1.0,3288,15.5,20.0
6.0,257.5,99.0,71.5,1.0,2879.5,12.5,20.0
6,214.5,100.0,70,1.0,2826.0,14.0,20
6.0,198.5,99.5,70.0,1.0,2804.5,15,20.0
6.0,198.5,89.0,70.0,1.0,2648,15.0,20.0
6.0,200.0,85,70,1.0,2492.0,15.5,20.0
6,249.0,105.0,71.0,1,3329,14.5,20
6.0,250.0,84.5,71,1.0,3076.0,14.0,20.0
4.0,63.0,63.5,71.0,3.0,1778.0,19,35.0
4,72,69,71.0,3.0,1499.0,18.5,40.0
4.0,76.0,88,72,3.0,1847.5,18.0,30
4.0,100.5,93.0,72.0,3.0,2402.0,16.5,30.0
4.0,113,97.0,72.0,3.0,2198.0,14.5,20
4.0,112.0,95.5,72.0,3.0,2506,15.0,25.0
4.0,81.0,67.0,73.5,3.0,1914.0,19.0,25.0
4.0,108,95.0,73.0,3,2436.0,15.0,20.0
4.0,71,78.5,73.5,3.0,2050.5,19.5,25.0
4.0,63.5,35.5,74.5,3.0,1649,17.5,35.0
4.0,66.5,67,74.5,3.0,1762.0,20.5,35.0
4.0,84.5,68.5,74.0,3,2153.5,20.5,30.0
4.0,97.0,82.0,74.0,3.0,2204.0,15,35.0
4,107.0,97,74,3.0,2333.5,15,25.0
4.0,91,53.0,75.5,3.0,1823.0,17,30.0
4.0,102.5,77.0,75.5,3.0,2248.0,17.0,25.0
4.0,106.0,95.5,74.5,3,2389.5,17,20
4,134,85.0,75.5,3,2543.0,13,25.0
4.0,97,86.5,76,3,2212.5,16,30
6.0,167.0,131.5,75.0,3.0,2807,13,25.0
6.0,167.0,108,77.5,3.0,2977.5,13.5,25.0
7.0,175.5,120.5,75.5,3.0,3141.0,12.5,15.0
6.0,168.0,139.0,78.5,3,2848.5,10.0,30.0
5.0,146,109.0,80.5,3.0,2600.0,14.0,25.0
6.0,168.0,127.5,83.0,3.0,2957.5,11.5,30.0
4.0,86,75.0,81.0,1.0,1875,17.0,35.0
4.0,85.0,70,81.5,1.0,1742.5,16.0,40
4,99.0,60.0,82,1.0,2000.0,14,40.0
4,106.0,85.0,82,1,2515.0,17.5,30.0
4.0,118.0,91.0,82,1.0,2730.0,19.5,30.0
4.0,112,85.5,82,1.0,2575,17.0,30.0
4.0,104.0,87.0,82.0,1.0,2607.5,22.0,30.0
4.0,130.5,80.0,82.0,1.0,2720,18.0,30.0
4,128.0,79,82.0,1.0,2412.5,14.0,30.0
4.0,135,82.0,82.0,1.0,2512.5,13.5,35.0
4.0,138.5,81.0,82.0,1.0,2295,11,30
4.0,142.5,86.5,82.0,1.0,2320.0,12.0,40.0
4.0,106.0,65.0,81,1,2505.0,22.0,30.0
4.0,98,75.5,81,1.0,2255.0,17.0,30.0
4.0,105.0,63.0,81.0,1.0,2382.5,16.0,30.0
4.0,135.0,84.0,81.0,1.0,2322.5,13.0,30
4.0,135.0,84.0,81.0,1.0,2217.5,12,30.0
4.0,136.0,73.5,81.0,1.0,2550.0,17.0,30.0
4.0,140,91.0,82.0,1.0,3047.5,17.5,20.0
4.0,134.5,87.0,82.0,1.0,2855.0,14.0,30
4,156.5,-1.0,82.0,1.0,3035,21.0,25.0
4.0,143.0,90.0,82.0,1.0,2735,19.0,25.0
4,145.5,91.0,82.0,1.0,3015.0,16.0,25.0
4,156.0,95.0,82.0,1.0,2622.5,14.5,30
7.0,300.0,88.5,83.0,1,3032.5,17,35.0
7.0,232,114.5,83.0,1.0,2907.5,14,20.0
6,181.0,103.5,82.5,1.0,2855.0,16,30.0
7.0,185.5,112.5,82.0,1.0,2797.5,13.0,20
4,130.5,91.0,81.0,1.0,2675.0,14,35.0
4.0,171.0,91.5,80.0,1.0,2890.0,15.5,40.0
4.0,156.5,91.0,80,1.0,2907.0,19.0,20.0
4.0,151,90.0,80.5,1.0,2901.5,16,25.0
4.0,151.0,90.0,79.5,1.0,2893.5,16,25.0
4.0,145.5,89.0,79.5,1.0,2656.0,14.0,30.0
4.0,140.0,0,80.0,1,2905,12.0,25.0
4.0,140,43.0,80.5,1.0,2870,17.0,25.0
6.0,213.5,70.0,78.0,1,2965,15,15.0
6.0,186.5,110.0,78.5,1.0,2970.0,18,25.0
6.0,200,75.0,77.5,1.0,3297.5,16,15.0
6.0,173.0,115,79.0,1.0,2700,11.0,30
6.0,173.0,115.0,79.0,1.0,2595,11.5,30.0
6.0,186.5,100.0,79.5,1.0,2752.5,15.5,20
6,228.0,125.0,78.0,1.0,3250.0,15.5,20.0
6,231.0,115,78.5,1.0,3203.0,16.0,20.0
6.0,232,87.5,79,1.0,3265,18.0,20.0
6,228.5,80.0,80,1,3333.5,19.0,20.0
6,200.0,100.5,80.0,1,3007.5,17.0,20.0
6.0,225.5,75.0,80.0,1.0,3390.0,17.5,20.0
6.0,227.5,120.0,81.0,1.0,3462.5,15,20.0
6.0,233.5,97.5,74,1.0,3080.5,17,20.0
6.0,250,92.5,73.5,1.0,3417.0,16.0,20
6.0,258,112.5,74,1.0,3632,18,20.0
6.0,214.5,97.5,73.5,1.0,3159.5,17.0,20.0
6.0,216.0,105.0,73,1,2925.5,16,20
6.0,202.0,92.5,72.5,1.0,2581.0,16,20.0
6.0,236.0,105.0,72.0,1.0,2631.0,12.5,20.0
6.0,259.0,100,72.0,1.0,3534.5,18.0,20.0
6,259.0,88,72.0,1.0,3021,16.0,20
6,254.0,99.0,70.0,1.0,3272.5,13.5,20.0
6.0,259.0,94.0,70.0,1.0,3538.5,15.0,20
6.0,267.0,104.0,71.0,1.0,3078.0,13.5,20.0
6.0,201.5,95,74.0,1.0,2746.0,16.0,20.0
6,196.5,2.5,74.0,1.0,3231.0,17.0,20.0
6.0,224.0,152.5,74.0,1.0,3726.5,16,20.0
6.0,248.5,100,74.5,1.0,3303.5,18.5,20.0
6,246.5,165.0,75.5,1,3907,20.0,20.0
6.0,243.5,110,75.0,1.0,3408.0,14.5,20.0
6.0,232.0,73.5,75.0,1.0,3197.5,19.5,20
6,232.0,83.5,75.0,1.0,2900.5,18.5,20.0
6.0,259.0,74.5,75.0,1.0,3923.5,21,20.0
6.0,263.0,82.0,75.0,1.0,3158,20.0,20.0
6.0,237.0,105,75.0,1.0,3637.5,17.0,20.0
6,250,91.0,75.0,1.0,3718.0,18.5,20.0
6.0,267.0,110,75.0,1.0,3840.5,19,20.0
8.0,253.5,125,79,1.0,3622.5,14.0,20.0
7.0,242.0,110.0,78.5,1.0,3420,22,20.0
8.0,273.5,110,78.0,1.0,3347.5,15,20.0
6,254.5,112.5,77.5,1.0,3290.0,15.0,20.0
7.0,233.0,85.0,78.0,1.0,3187.5,17,20
6.0,218.0,165,78.0,1.0,3345.0,14.0,20.0
6.0,231,110.0,78.0,1,3535,19.5,20.0
6.0,243.5,104.0,77.5,1,3380,16.0,20
6.0,215.5,113.5,78.5,1.0,3547.5,16.0,20
6.0,225,100.0,78.0,1.0,3352.5,15.0,20.0
6.0,253.0,112.5,77.0,1,3520,15.0,20.0
6,250,100.5,77.0,1.0,3577.5,20.0,20
6.0,231.0,89.0,77.0,1,3389.5,18.5,20
6.0,225.0,116.0,77.0,1.0,3665.5,14.5,20.0
6.0,258,97.5,76.0,1,3339.0,18.0,20.0
6.0,253.0,78,76,1.0,3471.5,20.5,20.0
6.0,263.5,105.0,75.5,1.0,3529.0,16.5,20.0
6.0,246.0,96.5,76,1.0,3543.5,16.0,20.0
6.0,232.0,92.5,76.5,1.0,2809.0,15.0,20.0
6,228.5,95.0,76,1.0,3577.0,18.0,20.0
6.0,194.5,103.5,75.5,1.0,3182.5,13.5,20.0
6.0,200.0,83.5,76.5,1.0,2736.0,15.0,20.0
6.0,194.5,98.5,74.5,1,3785,19,20.0
6.0,198.0,96.0,75.0,1.0,2863.5,13.5,20
6.0,167.5,102.0,75.0,1.0,3267.0,14.0,20.0
8.0,345.5,101.0,81.0,1.0,3782.0,19.5,30.0
8.0,360.5,156.5,79.0,1.0,3940,11.0,20.0
8.0,356.0,142,79.0,1.0,4074.0,12.0,20.0
8.0,350.5,129.5,79.0,1.0,3878.0,14.5,20.0
8.0,350.5,161.5,79,1.0,4387.5,14,20.0
8.0,354.5,131.0,79.0,1.0,3892.5,17.0,20.0
8.0,318.0,135.0,79,1.0,4012.5,15.5,20.0
8.0,313.0,128.0,79.5,1.0,4152.5,17.0,20
8.0,302,132.0,79.0,1.0,3652.5,13.5,20.0
8,305,144.5,78.0,1.0,3367.5,12.0,20
8.0,303.5,139.5,78.0,1.0,3262.5,12.0,20.0
8.0,302,138.5,78.0,1,3512.5,12,20.0
8.0,260,110,77,1.0,4160.0,19.5,20.0
8.0,308.5,127.5,77.5,1.0,4395.0,14.5,20
8.0,305,145,77.5,1.0,3600.0,11.5,20.0
8.0,297.0,130.0,78.0,1,4080,15.5,20.0
8.0,339.0,150.0,78.0,1.0,3852.5,10.5,20.0
8,311.5,147.5,76.5,1.0,4212.5,13,20
8.0,375.0,170.0,77.5,1.0,4085.0,10.5,20.0
8.0,376.0,149,77.5,1.0,4255.0,13.5,20.0
8.0,350.5,145,76.0,1.0,4140.0,12,10.0
8.0,350.5,169.5,76.0,1.0,4465.0,13.5,20.0
8.0,351.5,154.0,76.5,1,4355.0,13.0,10
8.0,400.0,190,76.5,1.0,4270.0,12.5,15.0
8.0,399.5,190.5,77.0,1,4135.0,9.5,20.0
8.0,309.0,137.0,73.0,1,3905.5,14.0,10
8.0,296.0,150,73.5,1.0,4102.5,11,5.0
8.0,317.0,150,73.0,1,4422.0,15.5,10.0
8.0,326.0,155.0,72.5,1.0,3157.5,12,25.0
8.0,310.0,145.0,73.5,1.0,3829.5,13.0,15.0
8,303.0,146.5,74.0,1.0,4453.0,16,10.0
8,304,150.0,74.0,1.0,4136.0,14.5,10.0
8.0,350.0,180,73,1.0,3863.5,11,10.0
8.0,366.0,195.0,72.5,1.0,4499,12,10.0
8.0,366.0,190.0,72.5,1.0,4121.0,12.5,10.0
8,318.0,147.5,74.0,1.0,4457,13.5,10.0
8.0,350,150.0,74,1,4699,14.5,10.0
8,261.0,115.0,75.0,1.0,3221,14.0,15.0
8.0,303.0,135.5,74,1.0,4537.5,14.5,25.0
8.0,322.0,144.0,74.5,1.0,3169,12.5,10
8.0,298.0,150,74.5,1.0,4173.5,13.0,20
8.0,274.0,110.0,76.0,1.0,3231.5,14.5,10.0
8,296.0,110.0,76.5,1.0,3648.0,13.5,15.0
8.0,330.0,152.5,76.0,1,4329.0,11.5,20.0
8,324.5,150,76.0,1.0,3710.0,13,10
8.0,318.0,150.0,76,1.0,3630.0,14.0,10
8.0,318.5,151.5,76.0,1.0,4298.5,12.5,20
8.0,366.5,144.0,75,1.0,4440,13.5,20
8.0,357.5,153.0,75.0,1.0,4657,13.0,10.0
8.0,400.5,171.5,75.0,1.0,4668,10.5,15.0
8.0,307.5,145.0,70.0,1.0,3452.0,9.0,20.0
8.0,298.5,193,70,1,4729.0,19.0,10.0
8.0,298.5,110.0,70.0,1.0,2994.0,11.5,25.0
8.0,308.5,190.0,70,1,4411.5,15,10.0
8,307,121.5,70.0,1.0,3679.0,14.5,20.0
8.0,315.5,215.0,70.0,1.0,4354.5,12.0,10.0
8.0,318.5,144.0,70.5,1,3396.0,11.5,20.0
8.0,334.0,157.5,71.5,1.0,4482.5,13.5,10
8.0,350.5,161.5,71.0,1,4045.5,12.0,10.0
8.0,351.5,149.5,71,1.0,3990.5,13.0,10
8.0,366.0,160,72.5,1.0,4842.5,13.5,5.0
8,367.5,154.5,72.5,1.0,4488.0,13,5.0
8.0,303.5,130.0,72.0,1,4397.0,16,5.0
8.0,304,150.0,72.0,1,3863.0,12.5,15.0
8.0,304.0,150,72.0,1.0,3701.0,11,25.0
8.0,300.0,130.0,72.0,1,3895.5,14,15.0
8.0,325.0,150.0,72,1.0,4308.5,15.0,10
8.0,318,150,72.0,1.0,3934.0,11.0,25.0
8.0,345.5,159.0,72.0,1.0,4128.5,12.0,10.0
8,350,145.0,72.5,1.0,4406.0,13.5,15.0
8.0,350,160.0,73.0,1,3857.5,12.0,5.0
8.0,350,135.0,72.5,1.0,4422.5,14.0,20.0
8.0,346.0,158,72.5,1.0,4703.5,14.0,10.0
8.0,360.0,185.0,72.5,1.0,3964.0,10.5,10.0
8.0,359.5,163.5,73.0,1,4466.5,13.0,10.0
8,383,191.5,70.5,1.0,4713.0,11,10.0
8.0,400.0,177.5,72.5,1.0,4422,12.0,10.0
8.0,400.0,186.5,71.5,1.0,4143.0,12.0,10
8.0,400.0,138.5,73.5,1.0,5239.0,14,10.0
8.0,400.0,167,73.5,1.0,4906,13.0,10
8.0,400.0,142.5,73.0,1.0,4445.5,12,10.0
8.0,427.5,230,74.0,1,4380.5,8.5,20.0
8.0,400.0,175.0,70.5,1.0,4746,12,10.0
8.0,429,198,73,1,5060.0,11.0,10.0
8,442.0,208,72,1.0,4633,11,10.0
8,427.0,201.5,73.0,1,4735.5,11.0,10.0
8,455,214.0,73,1.0,5128.5,12.0,5.0
8.0,340,150.0,70.0,1.0,3465.5,8,10.0
8,380.0,165,70,1.0,3693,13.0,20.0
8.0,368.5,217.5,70.5,1.0,5403.5,15.0,5.0
8,403.0,150.0,70.5,1.0,3825.5,9.0,20.0
8.0,390,192.5,70.0,1.0,3892.0,9.5,25.0
8.0,410.0,202.5,71,1,5140,15.0,10.0
8.0,387.5,164.0,71,1.0,4457.5,11.5,15.0
8.0,420.0,170.0,69.5,1,3685.0,7.5,20.0
8.0,449.0,218.0,69.5,1.0,4341,10,20.0
8.0,427.0,201.5,70.0,1.0,4270.0,8.0,15.0
8,461.5,220,70,1.0,3741.0,10.0,10.0
8.0,455,202.5,70.5,1,4480.0,10,10
8,428.0,225,70,1.0,2789.5,10,15.0
