Clndrs,Volume,HpX,Model,origin,Lbs-,Acc+,Mpg+
4.0,103.0,67.5,74.5,2.0,2150.5,15.5,15.0
4,113.5,85.0,73.5,2.0,2599.5,13.5,20.0
4.0,93.5,97.5,71.5,2.0,2265,14.5,30.0
4.0,97,38.0,73.0,2.0,1950,23.5,30.0
4.0,59.5,33.5,72.0,2.0,1493.0,21.5,35.0
4.0,126.5,112,73.0,2.0,2852.5,14,20
4.0,121,98.5,72.0,2,2827.0,14.5,15.0
4.0,129.5,94.0,71.5,2.0,3161.5,19,15.0
4.0,100.5,39.5,70.0,2.0,2117.5,25.5,25.0
4,76.5,48.5,72,2.0,2189,20.5,35.0
4.0,107.0,96.5,72.0,2.0,1996.0,10.5,35.0
4.0,96.5,38.0,69.5,2.0,1619.0,21.5,30.0
4,100.5,97.5,71.0,2.0,2437.0,12.0,30
4.0,84.5,80.5,70.0,2.0,2194.5,17.0,30
4.0,105.5,87.0,71.5,2.0,2589.5,17.5,35.0
4.0,86.0,90,70.5,2.0,2081.5,14.5,25.0
4.0,104,84.0,69.5,2.0,1970.0,17.0,30
4.0,97,23.5,70.5,2,1401.0,20,35.0
4.0,64.5,65.5,70.5,1,1712.5,20.5,35.0
4.0,98.0,-0.5,72.0,1.0,2091.0,21.0,30.0
4.0,148.5,130.0,74.0,1,2567.0,12.5,15.0
4.0,152.0,114.5,72.0,1.0,2540.0,19,15.0
5.0,190.0,97.5,72.0,1.0,2264,15.5,25.0
4.0,118.0,91.5,72,1.0,2363.5,14.5,30.0
4,73.0,71.5,71.0,1.0,1940.5,15.0,30.0
5.0,129.5,94.5,73.0,1.0,2330.0,15.5,15.0
4.0,143.5,86,72.0,1,2395,17.0,20
3.0,111.5,90,71.5,1.0,2254.0,19.5,25.0
4.0,101.0,79.5,75.5,1.0,2310,19.0,20.0
4.0,99.0,78.5,75.5,1.0,2256.0,12.0,35.0
4.0,128.0,29.0,73.0,1,2314.0,21.5,25.0
4.0,113.0,77.0,72.0,1.0,2362.5,17.0,25.0
4.0,140.0,75.0,74,1.0,2470.0,15.0,35.0
4.0,149.0,88.0,74.0,1.0,2639,18.5,15.0
4.0,140.0,72.5,73.0,1.0,2476.5,19.0,20.0
4.0,114.0,65.5,75.0,1,2164,23.0,15.0
4,71.5,75.0,73.5,1.0,1967.0,17,30
4.0,140.0,97.5,77.0,1.0,2572,13.0,30
3.0,123.5,61.5,75.0,1.0,2439.0,13.0,30.0
4.0,151,83.0,78.0,1.0,2761.5,14.5,25.0
6,154.5,147.0,73,1,2512.0,14,20.0
6,207.0,97.5,73.0,1.0,3079.0,14.5,25.0
6.0,200,-16.0,74.5,1,2875,17,20
6,183.5,94.5,75.0,1.0,3068.0,14.5,20
6.0,234.0,105.0,73.5,1.0,3824.0,16.5,20.0
6.0,232.0,83.5,74.0,1.0,2668.5,17.5,20.0
6.0,250.0,86.0,74.5,1.0,3024.5,17,20.0
6.0,280.5,96.5,74.0,1,3894.5,17,20.0
6.0,258,102.5,74.0,1.0,3632,15.5,20.0
6.0,241.0,104.5,74.5,1.0,3736.0,18.5,20.0
6.0,234.0,86.0,74.5,1.0,3300.5,17.0,20.0
6.0,256.0,110,75.5,1.0,4418.0,21,20.0
6.0,234.5,110,75,1.0,2603.5,13.5,20.0
6.0,232,90,75.0,1.0,2894.5,17.5,20
6.0,223.0,92.5,75,1.0,2727.0,16.5,20
6.0,191.0,95.0,76,1.0,2746.5,14.5,20.0
6,263.0,77.0,74.5,1.0,3791.0,22.0,20.0
6.0,250.0,74.5,76.0,1.0,3158,19,20.0
6.0,210.5,98.5,74.5,1.0,3566.5,17.0,20.0
6,237.5,97.5,75,1.0,3529.0,16,20
6,258,111.0,75,1,3329.5,16.5,20.0
6,241.0,150.0,76,1.0,3670.5,16.5,20.0
6,216.0,92.5,76,1.0,2890.0,14.5,20
6,241.5,85.0,75.5,1.0,3456.0,17,20.0
6.0,266.0,78,76.5,1.0,3574,21.0,20.0
6.0,254.0,112.5,76.0,1.0,3645,16,20.0
6.0,250,105,76.5,1.0,3411.5,15.5,20
6.0,173.0,110.0,81.5,1.0,2737.5,12,20
6.0,231.5,122.0,83.5,1,2937.5,13.0,20.0
6.0,200,90.5,80.0,1.0,2947.0,17,20
6.0,254.0,85.0,81.0,1.0,3810.0,16,20.0
6,258.5,90.0,81.5,1.0,3225.0,17,40.0
6.0,188.5,105.0,82.5,1.0,3072.5,15,20.0
6.0,173,105.0,79.0,1,2415.0,10.0,30.0
6.0,173.0,120.0,77.5,1.0,2719.5,10.5,30
6.0,196.0,92.5,81.5,1.0,3053.5,16.5,20.0
6.0,213.5,92.5,79.5,1.0,2982.5,17.5,20.0
6.0,212.5,110.0,78.0,1.0,3122.5,16,20.0
6.0,246.5,123.5,77.5,1.0,3482.5,16.0,20.0
6,261.0,90,80.0,1.0,3622.5,19.5,15.0
6.0,200.5,77.5,78.5,1.0,2907.5,16.5,20.0
6.0,184.5,95,78.5,1.0,3155,18.0,20.0
6,200.0,85,79.5,1.0,2992.5,15.0,20.0
6.0,211.5,107.5,78,1.0,3537.5,18.0,20.0
6.0,225.0,100.0,78.0,1,3482.5,17.5,20.0
6,218.5,157.5,78.0,1.0,3212.5,13.0,20
6.0,243.5,105.0,79.0,1.0,3772.5,19,20.0
6.0,275.5,90.0,79.5,1.0,3590.0,18.0,25.0
6.0,229.0,92.5,78.5,1.0,3307.5,18.0,20
6.0,287.5,120,79.5,1.0,3477.5,16.0,15.0
6.0,241.0,113.5,79.0,1,3565.0,16.5,20.0
6.0,231,117.5,77.5,1,3622.5,16.5,20
6.0,250,112.5,77.0,1.0,3515.0,16.0,20.0
6.0,250,112.5,77.5,1.0,3280.0,15.5,20.0
5.0,230.5,71.5,75.5,1.0,3193,20.0,20.0
8,289.0,90,79.5,1.0,3787.5,23.0,20.0
8.0,267,122.5,79.5,1.0,3652.5,16.0,20
8.0,350,100.0,81,1.0,3622.5,19.0,30.0
7.0,255.5,95.0,76.5,1.0,3365,15,20.0
8.0,302.0,136.5,78.5,1,3517.5,12.0,20.0
8.0,279.5,130,80.0,1.0,3840,15,20
8.0,318,137.5,78.5,1,4032.5,15.0,20
8.0,260,110,76.5,1.0,3894.0,18.0,20.0
8.0,278.0,139,79.0,1.0,2985.0,12.0,20
8.0,260.5,139,78,1.0,3290.0,14.0,20.0
8.0,313.0,147.5,79.0,1.0,3192.5,13.5,20.0
7.0,324.0,155,79,1.0,3972.5,15.0,20.0
8.0,373.0,121.5,79.5,1.0,4165.0,17.0,20.0
8.0,344.5,144.5,79.0,1.0,3726.5,14.0,20.0
8,367.0,118.0,81.0,1,3747.5,16.0,25.0
8,318.0,135.0,78.5,1.0,4080,13,20.0
8.0,317.5,133.5,78.0,1.0,3707.5,15.0,20.0
8,368.0,155.5,78.5,1.0,3945.0,13.0,20.0
8.0,302,117.5,77.5,1,3925.0,14,20.0
8.0,313.0,148.0,76.5,1.0,4165.0,12.5,20.0
8,345.5,147.5,77.5,1.0,4140,13.0,20.0
8.0,350.0,162.5,78.0,1.0,4145.0,12.5,20.0
4,121,113.0,71.0,2.0,2234,12.0,30.0
6.0,181.5,92.5,70.0,1.0,3071.5,16.0,20.0
6,199,97,70.0,1.0,2521.5,14.5,20.0
6.0,201.5,90,69.5,1,2648,15.0,20.0
6.0,213.0,92.5,71.5,1.0,2823.5,16.5,20.0
7.0,289.5,92.5,71.5,0.5,3439,15,20
7.0,286.5,100,72.0,1.0,3920.5,14.5,15.0
5.0,179.5,73.5,71,1.0,2185.0,13,20.0
6.0,198.0,95.0,73,1,2904,17.0,20.0
6.0,227.5,90.0,72.5,1,2890.5,14.5,25.0
6,287.5,103.0,71,1.0,3715.5,13.0,15.0
6,236.5,83.0,71,1,3193.5,15.0,20
6.0,250.0,100.0,70.0,1.0,3204.5,14.0,20.0
6,258,108.5,70.5,1.0,2708.0,13.0,20
6.0,199.0,102.5,72.5,1,2896.5,16.0,20.0
5.0,206.0,100,72.5,1,2462.5,15.5,25.0
6,233.0,106.5,73,1.0,2604.0,13.5,25.0
6.0,250,97.5,73,1.0,3065.5,18.5,20.0
6.0,250,93.0,73.0,1.0,3129.5,16.0,20.0
8.0,273.0,127.5,72,1.0,4106.5,16,10.0
8.0,304.5,151.0,72.0,1.0,3892,12.0,20
8.0,329.5,149.0,72.5,1,3917.5,10.5,20.0
8,290.0,127.5,72.0,1.0,4077.5,14.0,10.0
8.0,318.0,144.5,73.5,1.0,4065.5,12.5,10.0
8,285.0,130.0,75.5,1.0,3576.0,12.0,20.0
8.0,304,150,74.0,1.0,3430.0,11,10
8.0,317.5,146.5,73.0,1,4237,14.0,10.0
8.0,318.0,150.0,74.5,1.0,4047.5,12,20
8.0,318,150.0,73.5,1.0,3691.5,11,20.0
8.0,309.0,155.0,74,1,4534.5,16.5,5.0
8.0,324.5,142.5,74.0,1.0,4141,14,15.0
8,287.5,151.0,74.5,1.0,3806.0,15.5,10
8.0,326.0,160.5,74.0,1.0,5121.5,14.0,10
8.0,295.0,129.0,74.0,1.0,3202.5,13.0,5.0
8.0,318.0,150,75,1.0,4257.0,14,20
8,286.0,130,76.0,1,3870,16.0,10.0
8.0,320.5,119.0,75.5,1.0,4413.0,12.5,20
8.0,305,139.0,75.5,1.0,4666.0,12.5,20
8.0,325.5,144.0,73.0,1.0,4910.5,16.0,10.0
8.0,318,135.0,76,1,3627.5,14.0,5.0
8.0,318,152.5,74.5,1.0,3427.0,13.5,10
8,334.0,165.0,77.0,1.0,4151.5,12.5,25.0
8.0,350,142.5,75,1.0,4579.0,14.0,15.0
8.0,310.0,148,75,1.0,4589.5,13.5,10
8.0,356.5,150.0,76,1,3647.0,12,10.0
8,374.0,180,75.0,1.0,4794.5,11.5,20.0
8.0,351,152,76.5,1,4215,12.5,5.0
8.0,359.0,159.0,75.5,1.0,4288.5,14,25.0
8,408.0,200.5,77.5,1.0,4710.5,12.5,20.0
8.0,416.0,195.0,78.5,1.0,4220,11,20
8.0,302,132.5,69.5,1,3225.0,8.5,25.0
8,309.5,193,70.5,1.0,4592.0,17.0,10.0
8.0,296.0,115.0,70.0,1.0,2966.5,10.5,20
8,307,200,70.0,1,4496.5,15.0,15.0
8.0,318.0,130,70.0,1.0,3590.5,10.5,15.0
8.0,262.5,186.0,71.0,1.0,4382,15.0,5.0
8.0,278.5,156.5,69.5,1.0,3324.5,11,20.0
8,340.0,130.0,71.0,1.0,3456.5,8.5,10.0
8.0,350,165.0,70.5,1.0,3693,13.0,20
8.0,368.0,250.0,70.0,1.0,4615,14,5.0
8.0,342.0,150,71.5,1,4476.0,14.0,5.0
8.0,444.0,202.5,69.5,1,3671.0,7.5,20.0
8,390.0,190,69.0,1.0,3529.5,6.5,25.0
8.0,449.0,165.0,70.5,1.0,4409.5,10.0,15.0
8.0,307.0,165,71,1.0,4650.0,12,5.0
8.0,367.0,160.5,70.5,1.0,4191.0,12.5,5.0
8.0,429,183.0,70.0,1.0,3934.5,7.5,25.0
8.0,445.5,225.0,70.5,1.0,4608.0,8.5,10
8.0,295.0,164.0,72.0,1,4077,17.5,5.0
8.0,318,171.5,72.0,1.0,4620.5,17.5,15.0
8,449.5,180,71,1.0,4923.0,7.5,10.0
8,406.5,215.0,70.0,1.0,4354,11.0,10
8.0,444.0,225,70.5,1.0,4668.5,12.5,10
8,485.0,225,70.0,1.0,3086,10,15.0
8.0,400.0,170.0,70.0,1.0,4396.5,11.0,10.0
8.0,424.5,175,71.5,1.0,5307.5,11.5,10.0
8,395.0,167.5,70.5,1.0,4388.0,11.0,10.0
8,335.5,141.0,73.5,1.0,4473.5,13.0,15.0
8.0,345.0,160.0,71.5,1.0,4175.0,12.0,10.0
8.0,350,151.0,72,1.0,4552.5,12.5,10.0
8.0,351,121.5,72,1.0,4129,14.5,5.0
8.0,400.0,190,72.5,1.0,4117.0,11.5,10.0
8,400.0,202.5,73.0,1.0,3954.0,10.5,15.0
8.0,350.0,192.5,73,1.0,3664.0,11,10.0
8.0,350.0,190.0,73,1.0,4642.0,11.5,10
8.0,350.0,206.5,73.0,1.0,3786.0,11.5,10
8.0,350.0,185.0,73.0,1.0,3895.0,11.5,15.0
8.0,350.0,142.5,73.0,1,3882.5,13.5,20.0
8.0,356.5,161.5,73.5,1.0,4414.0,13.0,10.0
8.0,385.0,177.5,73.0,1.0,4059.0,10.5,10.0
8.0,360,185.5,73.0,1.0,4677.0,12.5,10.0
8.0,429,220.5,71.0,1.0,4633,9.5,10.0
8.0,414.5,150,72.5,1,5081.5,13.5,10.0
8.0,400,192.0,73.0,1.0,5471.0,12.0,10.0
8.0,414.5,154.0,73.5,1.0,4464,12,10.0
8.0,375.5,231.5,73,1.0,4278,8.5,20
8.0,429.0,185.5,73,1.0,4614.0,11.0,10.0
8.0,415.0,227.5,73.0,1.0,4735,11.5,10
8,494.0,250.0,72.5,1,5086.0,10.0,10.0
8.0,395.0,162.5,74.5,1.0,4592.0,11.0,20
