Clndrs,Volume,HpX,Model,origin,Lbs-,Acc+,Mpg+
4.0,151,103.5,82.5,1.0,2735,15.0,30.0
4,158.0,90,82.5,1.0,3047.5,15.0,30
4.0,156,77.5,82,1.0,2337.5,14.0,35.0
4.0,105.5,65.0,81.0,1.0,2152.5,16,40.0
4.0,98,64.0,81.0,1.0,2225.0,20,30.0
4.0,72.5,50.5,81.5,1,1797.5,16.0,35.0
4.0,83.0,61.0,81.5,1.0,2102.5,16.0,30.0
4,124.5,80.0,81.5,1,2490,16.0,30
4.0,108.0,70.0,81,1.0,1890.0,12.0,40.0
4.0,136.0,73.5,81.5,1.0,2505.0,17.0,35.0
4.0,148.0,134.0,81.0,1.0,2250.0,9.5,35.0
4.0,73.5,70,81.0,1,1665.0,16.0,40.0
4,140.5,-2.0,81.0,1.0,2905,13.5,20.0
4.0,133.0,80.5,80.0,1.0,2785.5,19.0,30.0
4.0,86.0,64.0,82.0,3,1970,17,30.0
4.0,77.0,54.5,83.0,3.0,1965,15,30.0
4,104.0,79.0,82,3.0,2161.5,16.5,35.0
3.0,91,67,85.0,3,1497.5,15.5,50.0
4,121.5,87.5,82.0,3.0,2340.0,16,40.0
3.0,89.0,58.0,82,3,2057.5,15.5,45.0
3.0,69.5,45.5,82.5,3.0,1792.5,18.0,35.0
5.0,152.5,88,79.0,3,2642.5,14.0,40
4,141.0,96.0,82.5,3.0,2630.0,12.5,35.0
4,97,42.0,80.5,2.0,1660.0,18.0,35.0
4.0,125.0,85.0,81.0,3,2505.5,14.0,30.0
5.0,108,91.5,81,3.0,2710.0,16.5,25.0
3.0,95.0,75.0,80.5,2.0,2210.0,15.0,35.0
4,128.5,75.0,81.0,3.0,2772.5,17.5,30.0
4.0,115.5,90.5,80,4.0,2356.5,15,45.0
4,92.5,48.5,80.5,3,2059.5,18.0,30
4,153.0,115.0,79.5,3.0,3053.5,13.5,25.0
6.0,146,118.5,81.5,4.0,2902.5,13,20.0
6.0,174.5,122.5,81.5,3.0,2875.0,12.0,35.0
6.0,181.0,142.0,79.0,3.0,3143.0,10.5,30
6.0,158.0,97,77.5,3.0,2815,11.5,20
6.0,160.5,110.5,77.0,4.0,2972.5,15,25.0
4.0,101.5,92.5,72.0,3.0,2169.0,15,25.0
4.0,91.5,79.0,72,3.0,2037.0,17.5,30.0
4,95.0,95.0,72.0,3.0,2261.5,17.0,30.0
3.0,70,96.0,72.0,3.0,2273.0,13,20.0
4.0,112.0,93.5,72.0,3,2417.0,14.5,25.0
4.0,97.5,88.5,73.0,3.0,2309.0,20.0,20.0
3.0,73.0,90,72.5,3,2026.5,13.0,20.0
4.0,108.0,94.0,73,3.0,2379.0,16,20.0
3.5,95.0,97,74.5,3.0,2298.0,14.5,20.0
4.0,61.5,39.5,74.5,3,1549.5,21.0,35.0
4.0,68.5,49.0,75.0,3.0,1724.5,19.0,30.0
4.0,66.0,55.0,72.0,3,1538.0,21.0,30.0
4.5,116.5,93,72.0,3.0,2170.5,18.0,30.0
4.0,76.5,42.0,76.5,3.0,1621.5,17.0,30.0
4.0,106.0,79.0,75,3.0,2273.5,14.5,30.0
4.5,155.5,98.5,75,3.0,2779.0,14.0,20.0
3.5,105.5,98.0,75.0,3,2467.5,14.0,20.0
4,96.5,54.5,75,3.0,1878.0,17.5,30
4.0,102.0,85.0,78.0,3,2155,16.0,30.0
4,98.5,43.0,77.5,3.0,1728.0,19.0,30
4.5,85,45.5,74.5,3.0,1631.5,20.0,35.0
4.0,97,75,78.0,3.0,2216.5,19.5,30.0
4.0,97,71.5,77.5,3.0,2090.0,14.0,30.0
3.0,67.0,110,77.5,3,2498.5,14.0,25.0
4,87.5,90.0,75.0,3.0,2312.5,16.0,25.0
4,85,71.0,77.5,3.0,1945,16,35.0
4.0,134,94.0,78,3.0,2492.5,14.0,20.0
4,154.0,114.5,76.5,3.0,2885.0,13.0,20.0
4.0,129.5,100.5,78.0,3.0,2540.5,14.5,15.0
4.0,119.0,94.5,79.0,3,2337.5,14,30.0
4,85.5,59.0,78.0,3.0,1800,15.5,40
4.0,74.0,65.0,77.5,3.0,1925.0,18.0,40
4.0,78.5,52,79.5,3.0,2022.0,19.0,30
4.5,105.5,53.0,77.0,3.0,1960.0,19.0,30
4.0,84.5,65.0,79.5,3,1998.0,20.5,30.0
4.0,86,65.0,79.5,3.0,1907.5,15.0,30.0
4.0,91.0,61.5,80.0,3.0,2150.0,15,35.0
4.0,109.0,69.5,80.0,3,2219.0,17,30.0
4,98.0,67,79.0,3,2061.0,17.0,30.0
4.0,103.0,81.0,78.5,3,2234.0,13.5,30.0
4.0,77.0,65,80.5,3.0,1990.0,17,55.0
4.0,90.0,65,79.5,3.0,2216.5,20.0,40.0
3.0,70,97.5,82.0,3.0,2435.0,12,25.0
4.0,66.5,54.5,79.5,3.0,1565.0,14.0,45.0
4.5,96.5,60,78.5,3.0,1730.5,20.0,45.0
4.0,79.0,58.0,80.5,3.0,1692.5,15.0,35.0
4.0,93.0,66.5,81.0,3,2022.5,15.0,30
3.5,89,64.5,82.0,3.0,2002.5,16.0,40.0
4.0,85,76.5,82.0,3.0,2115.0,17.0,40.0
4.0,96.0,71.5,82.0,3,1900.0,16,40.0
4.0,128.0,89,77,1.0,2611.5,14.5,30.0
4.0,151.0,88,77.5,1,2703.0,14.0,20
5.0,130.0,88.5,76.0,1.0,2125,11.0,30
5.0,156.5,105.5,75.5,1.0,2582.5,13.0,25.0
4,131.0,72,76,1.0,2630.5,13.5,25.0
4,140,86.0,75.0,1.0,2754.5,17.5,20
4.0,149.0,71.0,76.0,1.0,2682.5,20.5,20.0
4.0,131.0,80,73.0,1.0,2451,16,30.0
4.0,131.0,73.0,74.0,1.0,2520.0,16.5,25.0
3.0,81.5,73.0,72.0,1.0,1953.5,18.5,30.0
4,143.0,85,75.5,1.0,2569.5,15.0,20
4.0,98.0,80.0,71.5,1.0,2161.0,14.0,30.0
4.0,91.0,70,71,1.0,1859.5,20,30
4.0,140,76.0,71.0,1.0,2200.5,19,20.0
4.0,122.0,78.5,72,1,2365.0,16,20.0
4.0,146.5,90.0,72,1,2395,15.0,15.0
3.0,69.0,-11.5,72.0,1,1777.5,17.5,35.0
4,140,90,70.5,1.0,2256.0,19.5,20.0
4,143.0,90.5,73.5,1,2515.5,14.0,20.0
4,140,74.5,72.5,1.0,2827.0,19.5,20
4.0,140.0,93.0,73.0,1.0,2356.0,14.5,30.0
6.0,150.0,101.0,74.5,1,2865.5,12.0,25.0
6.0,176.0,104.5,74.0,1.0,2661.0,15.0,20.0
6.0,198,99.5,76.5,1.0,3416.5,15.0,20
6.0,225.0,7.5,76.0,1.0,3472.0,17,20.0
6.0,208.5,93.5,74.5,1.0,3855.0,19,20.0
6,194.5,97.5,73.0,1,3306.5,17.0,20.0
6.0,241.5,110.0,75.5,1.0,3761.5,16.5,20.0
6.0,232.0,100.0,73.0,1.0,2745.5,14.5,20.0
6.0,226.0,57.5,75.0,1.0,3121,17.0,20.0
6,250,105.0,73.0,1.0,3603.5,16.5,20.0
6.0,237.0,96.0,72.5,1.0,3607.5,16.5,20
6.0,232,94.0,73,1,2945,16.0,20
6.0,215.0,97.5,72.5,1.0,2790.5,15.0,20.0
6.0,258,116.0,74.5,1.0,4012.0,18.5,20
6.0,250,102.5,73.0,1.0,3444.0,18.5,20.0
6.0,233.0,85.5,72.5,1.0,3022.5,16.0,20.0
6,210.5,105.0,71.5,1.0,2833,15,20.0
6,199,97.0,69.0,1,2914.5,14.5,20.0
6.0,173.0,87.5,71.0,1.0,2459.0,15.5,20
6.0,200,90.0,70.0,1,2735.0,16.5,20
6.0,250.0,106.5,71,1.0,3656.0,15.0,20.0
6.0,248.0,107.5,72.5,1.0,3467.0,15,20.0
6,236.0,105.0,71.5,1.0,2634,13.0,20.0
6.0,262.5,91.5,72.0,1.0,3120.0,15.5,20
6.0,246.5,90.5,71,1,3139,15.0,20.0
6,237.5,88,71,1.0,3223.5,14.0,20.0
6.0,259.0,94.0,69.5,1.0,3401.0,15,20
6.0,232.0,113.5,70.5,1.0,2962,13.5,20.0
6.0,184.0,120.0,80.5,1.0,2980.0,17.5,30
6.0,232.0,112,82,1.0,2715.5,14.0,20.0
6,265.0,87.5,82,1.0,3015,18.0,40.0
7.0,216.5,110,81.0,1.0,3085.0,17.0,15.0
7.0,221.0,88,80.0,1.0,3130.0,16.5,20.0
6,225,75.0,80.0,1.0,3465,19.5,20.0
6.0,231,122.0,81.5,1.0,3302.5,15,20.0
6.0,225,92.5,80.0,1.0,3503.5,19.0,20.0
6.0,176.5,132.5,79.0,1.0,2700,8.5,30
6.0,185.5,127.5,78.5,1.0,2910.0,11.0,30.0
6,204.0,82.5,80.5,1.0,3112.5,20.0,20
6.0,209.0,98.0,78.5,1.0,3472.5,17.5,20.0
6.0,227.5,115,79,1.0,3330.5,15.5,20.0
6,245.5,75.0,79.0,1.0,3265,21.0,15.0
9.0,260,105.0,79.5,1.0,3420,22,20.0
8.0,267,140.0,79,1,3367.5,12.5,20
6.0,197.0,85,78.0,1.0,3007.5,14.5,20.0
6.0,200.0,96.5,78,1,3190.0,17.5,20.0
5.0,170.0,85,77.5,1,2842.5,16,20.0
6.0,225.0,120.0,77.5,1,3609.5,17.0,20
6.0,241.0,102.5,77.5,1.0,3540.0,17,20.0
6.0,227.5,165.0,78,1.0,3530.5,13.5,20
6.0,231.5,103.5,79.5,1,3330.0,19,20.0
6.0,234.0,132.5,78.0,1.0,3292.5,12.5,20.0
6.0,245.5,76.5,79.0,1,3390.0,19.5,15.0
6.0,258.0,136.5,78.0,1.0,3560.5,13.5,20.0
8.0,263.0,112.5,78.0,1.0,3262.5,15,20.0
6.0,234.5,83.5,76.0,1.0,3496.5,17,20.0
6.0,227.5,105,77.5,1,3645.0,16.0,20.0
6.0,236.5,117.5,77,1.0,3443.0,15.0,20.0
6.0,240.5,98.0,76.0,1.0,3718.5,21.5,20.0
6,158.5,120.0,77.0,2.0,3584.0,15.0,20.0
7.0,214.5,81.0,76,1.0,3175.0,17.0,20.0
5.0,210.5,100.0,76,1,3488.0,17.0,20.0
6.0,234.0,100,76,1.0,3505.5,15.0,20.0
6,232.5,87.5,75.0,1,2829.5,17,20
6.0,209.0,85.5,76.5,1.5,3754.5,21.0,20.0
6.0,266.5,107.5,75.5,1.0,3426.5,16,20.0
6.0,262.5,93.5,76.0,1,3300.0,14,20
6.0,258.0,114.0,77.0,1.0,3374.0,15.5,20.0
6.0,225,95.0,75.0,1.0,3698.0,16,20
6,227.5,112.5,75.0,1.0,3907,20.5,20.0
6.0,240.0,114.0,75.5,1.0,3259.0,16.0,20.0
6,232.0,73.5,75.0,1.0,3060.5,18.5,20.0
6.0,263.5,92.5,75.5,0.5,2716.5,16.0,20.0
6,250,72.0,75,1.0,3651.0,21,20.0
6.0,250.0,72,75.0,1.0,2925.5,20.5,20
6.0,254.0,113.5,75.0,1.0,3706.5,16.0,20.0
6.0,221.0,105,75,1.0,3100.0,16,20
6.0,258.5,100.0,75.0,1,3816.0,20.0,20.0
8.0,372.5,117.5,81,1,3985.0,18.5,30.0
8.0,302,135.0,79.0,1.0,3717.5,13.0,20.0
8.0,327.5,147.5,79.0,1.0,3840,15,20.0
8.0,374.5,154.5,79.5,1.0,4552.5,14.5,20.0
8.0,358.0,132.5,79.5,1.0,3900,16.0,25.0
8.0,330.0,139.5,78.0,1.0,4154.0,14.0,20.0
8.0,351,150.5,78.0,1.0,3885.0,11.5,20.0
8.0,409.0,175.5,79,1.0,4187.5,13,20.0
8.0,317.5,118.5,80.0,1,3830,15,25.0
8.0,347.0,150.5,78.0,1.0,4187.5,13.0,20.0
8.0,342.5,146.0,78,1.0,3735,12.5,25.0
8.0,347.0,136.5,80.0,1.0,3037.5,11.0,25.0
8.0,277.0,126.5,78,1.0,3640.0,13.5,20
8.0,305,146.5,78,1.0,3468.0,12.5,20.0
8.0,359.0,152.0,76.5,1.0,4620.0,14.5,20.0
8.0,255.5,104.0,77.0,1,4067.5,19,20.0
8.0,305,148.0,78.0,1.0,3892.5,12,20.0
8.0,295.0,135.5,78.0,1.0,3892.5,13.5,20
8,400,186.5,77.0,1.0,4213.0,12.5,20.0
8.0,400,185.0,78.0,1.0,4330.0,11,20.0
8.0,327.0,169.0,77,1.0,4245.5,10.5,20.0
8.0,308.5,130.0,76.5,1.0,4295,14.0,20.0
8.0,331.0,142.5,77.0,1,3755.0,15,10
8.0,329.0,125.0,76,1.0,3989.5,13.0,20.0
8.0,260.0,110.0,76.0,1.0,4162.5,17.0,20.0
8.0,318,150.0,77.5,1.0,4118.0,13,5.0
8.0,318.0,150.0,76.5,1.0,3775.5,14,10
8.0,318,150.0,76.0,1.0,4190,14.0,20.0
8.0,350.5,129.0,76,1.0,4193.5,12,10
8,349.0,175.0,76.0,1.0,4322.0,11.5,25.0
8.0,359.0,158.5,77.5,1.0,4164.0,11.5,10.0
8.0,262,110.0,75.0,1.0,3640.0,14.5,20
8.0,318.5,129,75.0,1.0,3169,11.5,10.0
8.0,302.0,137.5,76.5,1.0,4325.5,14,20.0
8.0,350.0,139.5,75.5,1.0,3705.5,12.0,20.0
8.0,330.0,128.0,75.5,1.0,4139.0,13,15.0
8.0,384.0,157.5,75,1.0,4846.5,11,20.0
8.0,304,150.0,74,1.0,3785.0,15.0,10
8,278.0,140,74.5,1.0,3873.0,15.0,10.0
8.0,318.0,155.0,74.0,1,4084.5,13.5,20
8.0,334.0,150,74,1.0,4807.5,14.0,10
8.0,333.5,149.0,73.5,1.0,4840.5,14,15.0
8.0,330.0,137,73.5,1.0,4309.0,14.5,5.0
8.0,353.0,165.0,73.5,1.0,3672,8.5,15.0
8,318,150,71.5,1.0,4192.0,14,5.0
8.0,318.0,132.5,73,1.0,3614.5,12,20
8.0,318,139.5,73.5,1.0,2855.0,9.5,20.0
8.0,370.0,189.5,73.0,1,3638.0,10.5,5.0
8.0,366.0,177.5,72.5,1,4624.0,12.5,10.0
8.0,358.0,180.0,74.0,1.0,4100,11.5,10.0
8.0,318.0,147.5,71.0,1.0,3868.0,10.5,15.0
8.0,287.5,221.5,70,1.0,4858.5,18.0,10.0
8.0,303.5,156.0,70,1.0,3473.0,11.5,20.0
8,307,200.0,70.5,1.0,4707.5,15.5,10
8,307,144.0,70.0,1,4023.5,15.5,15.0
8,334.0,215.0,70.0,1.0,4571.5,12.5,10.0
8,295.0,150,70.5,1.0,3277.5,11.0,25.0
8.0,318,150,70.5,1.0,4096,13.5,5.0
8,340.0,160.0,70.0,1.0,3609,7.5,10.0
8.0,281.0,140,72,1,4054.0,15.5,15.0
8.0,288.0,150,71.5,1.0,3505.5,11.5,20
8.0,322.0,155.0,72.0,1.0,3672,9.0,15.0
8.0,350.0,165.0,69.5,1.0,3673.5,11,20
8.0,305.5,140.0,73.0,1.0,4182.0,13.5,10.0
8.0,384.0,225.0,70,1,5118.5,15.5,5.0
8.0,318,170.0,71.0,1.0,3934.5,11.5,10.0
8,318,185.0,72,1.0,4179.0,11.5,20.0
8.0,357.0,165.0,71.0,1.0,4210.5,11.5,10.0
8.0,379.0,164.0,71.0,1.0,4095.5,11.0,10
8,355.0,137.5,70.0,1.0,2972.0,10,25.0
8.0,384.5,180.0,70.0,1,3850,8.5,20.0
8,350,150.0,72.0,1.0,4559.0,14.0,5.0
8,351.0,191.5,72.0,1,4274,12,10
8,354.5,186.0,71.5,1.0,4502,13.5,10.0
8,351,154.5,72.5,1,4489.5,13.5,5.0
8.0,380.0,150,70.0,1,3949.0,11.0,15.0
8.0,403.0,180,69.5,1.0,4612.5,11,10.0
8,327.0,136.0,72.0,1.0,3989.5,13.0,10.0
8,330.0,112.5,74.5,1.0,4424.5,16.0,20.0
8.0,326.0,158,74.0,1.0,3984.0,13.5,10.0
8.0,400,178.5,71.0,1.0,4475.0,11.0,10.0
8.0,395.0,175,71,1.0,5270.5,12,15.0
8.0,420.0,195.0,72.0,1.0,4261.5,10.5,10.0
8.0,412.0,212.5,71.5,1,3957.0,11,10
8,345.5,170,73.0,1.0,4654,14.5,10.0
8,453.5,206.5,69.0,1.0,4729.5,9.5,20.0
8.0,440,237.5,69.5,1.0,3919.0,6.5,10.0
8.0,414.5,204.0,73.0,1.0,4422,11.5,10.0
8.0,400,190.0,71.0,1.0,4914.0,11.5,5.0
8.0,481.5,220,70,1.0,4193.5,8.0,10.0
8.0,440.5,201.0,70,1,4447.5,11.5,10.0
8.0,454.5,218.5,70,1.0,2898.5,10.0,10.0
8,380.0,150.0,74.0,1.0,4675.5,14.0,10.0
8.0,439.5,198.5,72.5,1.0,4906,11.0,10
8.0,436.0,172.5,72.5,1,4199.0,12,10.0
8.0,372.5,205.0,72.5,1.0,3995.0,9.5,20
8.0,437.5,208,72.0,1.0,4725.5,11.5,10.0
8.0,437.5,195.5,73.0,1.0,5044.5,11.5,10
8.0,415.0,204.0,73.0,1.0,4276.0,11.5,10.0
8.0,482.5,250.0,72.0,1,4971.0,10.0,10.0
